2017-05-01,01:00:00,831,7.06,27.87,11.1,888
2017-05-01,02:00:00,830,7.06,27.88,11.1,888
2017-05-01,03:00:00,830,7.06,27.88,11.1,888
2017-05-01,04:00:00,831,7.06,27.88,11.1,888
2017-05-01,05:00:00,830,7.07,27.88,11.1,888
2017-05-01,06:00:00,831,7.06,27.88,11.1,888
2017-05-01,07:00:00,831,7.06,27.89,11.1,888
2017-05-01,08:00:00,831,7.07,27.89,11.1,888
2017-05-01,09:00:00,831,7.07,27.89,11.1,888
2017-05-01,10:00:00,830,7.06,27.90,11.1,888
2017-05-01,11:00:00,831,7.06,27.90,11.1,888
2017-05-01,12:00:00,831,7.06,27.91,11.1,888
2017-05-01,13:00:00,830,7.06,27.91,11.1,888
2017-05-01,14:00:00,831,7.07,27.91,11.1,888
2017-05-01,15:00:00,830,7.06,27.93,11.1,888
2017-05-01,16:00:00,831,7.06,27.93,11.1,888
2017-05-01,17:00:00,831,7.06,27.93,11.1,888
2017-05-01,18:00:00,831,7.06,27.94,11.1,888
2017-05-01,19:00:00,831,7.06,27.94,11.1,888
2017-05-01,20:00:00,831,7.06,27.95,11.1,888
2017-05-01,21:00:00,831,7.06,27.96,11.1,888
2017-05-01,22:00:00,831,7.06,27.97,11.1,888
2017-05-01,23:00:00,831,7.06,27.97,11.1,888
2017-05-02,00:00:00,831,7.06,27.97,11.1,888
2017-05-02,01:00:00,831,7.06,27.97,11.1,888
2017-05-02,02:00:00,830,7.06,27.98,11.1,888
2017-05-02,03:00:00,831,7.06,27.99,11.1,888
2017-05-02,04:00:00,830,7.06,27.99,11.1,888
2017-05-02,05:00:00,830,7.07,28.00,11.1,888
2017-05-02,06:00:00,830,7.07,28.00,11.1,888
2017-05-02,07:00:00,830,7.07,28.02,11.1,888
2017-05-02,08:00:00,830,7.07,28.01,11.1,888
2017-05-02,09:00:00,831,7.06,28.01,11.1,888
2017-05-02,10:00:00,831,7.06,28.02,11.1,888
2017-05-02,11:00:00,830,7.06,28.01,11.1,888
2017-05-02,12:00:00,831,7.06,28.02,11.1,888
2017-05-02,13:00:00,831,7.06,28.02,11.1,888
2017-05-02,14:00:00,831,7.07,28.02,11.1,888
2017-05-02,15:00:00,831,7.07,28.04,11.1,888
2017-05-02,16:00:00,831,7.06,28.04,11.1,888
2017-05-02,17:00:00,831,7.06,28.05,11.1,888
2017-05-02,18:00:00,831,7.07,28.04,11.1,888
2017-05-02,19:00:00,831,7.07,28.05,11.1,888
2017-05-02,20:00:00,831,7.07,28.06,11.1,888
2017-05-02,21:00:00,831,7.06,28.06,11.1,888
2017-05-02,22:00:00,831,7.07,28.06,11.1,888
2017-05-02,23:00:00,831,7.07,28.06,11.1,888
2017-05-03,00:00:00,831,7.07,28.07,11.1,888
2017-05-03,01:00:00,831,7.07,28.08,11.1,888
2017-05-03,02:00:00,831,7.07,28.07,11.1,888
2017-05-03,03:00:00,831,7.07,28.07,11.1,888
2017-05-03,04:00:00,831,7.07,28.08,11.1,888
2017-05-03,05:00:00,831,7.07,28.09,11.1,888
2017-05-03,06:00:00,831,7.07,28.08,11.1,888
2017-05-03,07:00:00,831,7.07,28.09,11.1,888
2017-05-03,08:00:00,831,7.07,28.08,11.1,888
2017-05-03,09:00:00,831,7.07,28.08,11.1,888
2017-05-03,10:00:00,831,7.07,28.08,11.1,888
2017-05-03,11:00:00,831,7.07,28.08,11.1,888
2017-05-03,12:00:00,831,7.07,28.08,11.1,888
2017-05-03,13:00:00,831,7.07,28.07,11.1,888
2017-05-03,14:00:00,831,7.07,28.07,11.1,888
2017-05-03,15:00:00,831,7.07,28.08,11.1,888
2017-05-03,16:00:00,831,7.07,28.08,11.1,888
2017-05-03,17:00:00,831,7.07,28.07,11.1,888
2017-05-03,18:00:00,831,7.07,28.07,11.1,888
2017-05-03,19:00:00,831,7.07,28.09,11.1,887
2017-05-03,20:00:00,831,7.08,28.09,11.1,888
2017-05-03,21:00:00,831,7.07,28.09,11.1,887
2017-05-03,22:00:00,831,7.07,28.08,11.1,887
2017-05-03,23:00:00,831,7.07,28.09,11.1,887
2017-05-04,00:00:00,831,7.07,28.08,11.1,887
2017-05-04,01:00:00,831,7.07,28.09,11.1,887
2017-05-04,02:00:00,831,7.07,28.08,11.1,887
2017-05-04,03:00:00,831,7.07,28.08,11.1,887
2017-05-04,04:00:00,831,7.08,28.09,11.1,887
2017-05-04,05:00:00,831,7.08,28.08,11.1,887
2017-05-04,06:00:00,831,7.08,28.08,11.1,887
2017-05-04,07:00:00,831,7.08,28.07,11.1,887
2017-05-04,08:00:00,831,7.08,28.09,11.1,887
2017-05-04,09:00:00,831,7.08,28.09,11.1,887
2017-05-04,10:00:00,831,7.08,28.09,11.1,887
2017-05-04,11:00:00,831,7.08,28.08,11.1,887
2017-05-04,12:00:00,831,7.08,28.08,11.1,887
2017-05-04,13:00:00,831,7.08,28.08,11.1,887
2017-05-04,14:00:00,831,7.08,28.07,11.1,887
2017-05-04,15:00:00,831,7.08,28.07,11.1,887
2017-05-04,16:00:00,831,7.08,28.08,11.1,887
2017-05-04,17:00:00,831,7.08,28.09,11.1,887
2017-05-04,18:00:00,831,7.08,28.07,11.1,887
2017-05-04,19:00:00,831,7.08,28.07,11.1,887
2017-05-04,20:00:00,831,7.08,28.09,11.1,887
2017-05-04,21:00:00,831,7.08,28.09,11.1,887
2017-05-04,22:00:00,831,7.08,28.10,11.1,887
2017-05-04,23:00:00,831,7.08,28.10,11.1,887
2017-05-05,00:00:00,831,7.08,28.10,11.1,887
2017-05-05,01:00:00,831,7.08,28.10,11.1,887
2017-05-05,02:00:00,831,7.08,28.09,11.1,887
2017-05-05,03:00:00,831,7.08,28.09,11.1,887
2017-05-05,04:00:00,831,7.09,28.08,11.1,887
2017-05-05,05:00:00,831,7.09,28.09,11.1,887
2017-05-05,06:00:00,831,7.10,28.09,11.1,887
2017-05-05,07:00:00,831,7.09,28.09,11.1,887
2017-05-05,08:00:00,831,7.08,28.09,11.1,887
2017-05-05,09:00:00,831,7.08,28.08,11.1,887
2017-05-05,10:00:00,831,7.08,28.07,11.1,887
2017-05-05,11:00:00,831,7.08,28.07,11.1,887
2017-05-05,12:00:00,831,7.09,28.06,11.1,887
2017-05-05,13:00:00,831,7.09,28.06,11.1,887
2017-05-05,14:00:00,831,7.08,28.05,11.1,887
2017-05-05,15:00:00,831,7.08,28.06,11.1,887
2017-05-05,16:00:00,831,7.09,28.04,11.1,887
2017-05-05,17:00:00,831,7.09,28.04,11.1,887
2017-05-05,18:00:00,831,7.09,28.03,11.1,887
2017-05-05,19:00:00,831,7.09,28.04,11.1,887
2017-05-05,20:00:00,831,7.09,28.04,11.1,887
2017-05-05,21:00:00,831,7.09,28.04,11.1,887
2017-05-05,22:00:00,831,7.09,28.03,11.1,887
2017-05-05,23:00:00,831,7.09,28.02,11.1,887
2017-05-06,00:00:00,831,7.09,28.02,11.1,887
2017-05-06,01:00:00,831,7.09,28.01,11.1,887
2017-05-06,02:00:00,831,7.09,28.01,11.1,887
2017-05-06,03:00:00,831,7.09,28.00,11.1,887
2017-05-06,04:00:00,831,7.10,28.00,11.1,887
2017-05-06,05:00:00,831,7.10,28.00,11.1,887
2017-05-06,06:00:00,831,7.10,28.01,11.1,887
2017-05-06,07:00:00,831,7.10,27.99,11.1,887
2017-05-06,08:00:00,831,7.10,28.00,11.1,887
2017-05-06,09:00:00,831,7.10,27.98,11.1,888
2017-05-06,10:00:00,831,7.10,28.00,11.1,888
2017-05-06,11:00:00,831,7.10,27.98,11.1,888
2017-05-06,12:00:00,831,7.10,27.99,11.1,888
2017-05-06,13:00:00,831,7.10,27.99,11.1,888
2017-05-06,14:00:00,831,7.10,27.98,11.1,888
2017-05-06,15:00:00,831,7.10,27.99,11.1,888
2017-05-06,16:00:00,831,7.10,27.98,11.1,888
2017-05-06,17:00:00,831,7.10,27.99,11.1,888
2017-05-06,18:00:00,831,7.10,27.98,11.1,888
2017-05-06,19:00:00,831,7.10,27.99,11.1,888
2017-05-06,20:00:00,831,7.10,27.99,11.1,888
2017-05-06,21:00:00,831,7.10,27.99,11.1,888
2017-05-06,22:00:00,831,7.09,27.99,11.1,888
2017-05-06,23:00:00,831,7.10,28.00,11.1,888
2017-05-07,00:00:00,831,7.10,27.99,11.1,888
2017-05-07,01:00:00,831,7.10,27.99,11.1,888
2017-05-07,02:00:00,831,7.10,28.00,11.1,888
2017-05-07,03:00:00,831,7.10,28.00,11.1,888
2017-05-07,04:00:00,831,7.10,28.00,11.1,888
2017-05-07,05:00:00,831,7.10,28.00,11.1,888
2017-05-07,06:00:00,831,7.10,28.00,11.1,888
2017-05-07,07:00:00,831,7.10,28.00,11.1,888
2017-05-07,08:00:00,831,7.10,28.01,11.1,888
2017-05-07,09:00:00,831,7.10,28.00,11.1,888
2017-05-07,10:00:00,831,7.10,28.02,11.1,888
2017-05-07,11:00:00,831,7.10,28.02,11.1,888
2017-05-07,12:00:00,831,7.10,28.01,11.1,888
2017-05-07,13:00:00,831,7.10,28.03,11.1,888
2017-05-07,14:00:00,831,7.10,28.02,11.1,888
2017-05-07,15:00:00,831,7.10,28.02,11.1,888
2017-05-07,16:00:00,831,7.10,28.02,11.1,888
2017-05-07,17:00:00,831,7.10,28.02,11.1,888
2017-05-07,18:00:00,831,7.10,28.04,11.1,888
2017-05-07,19:00:00,831,7.10,28.02,11.1,888
2017-05-07,20:00:00,831,7.11,28.04,11.1,888
2017-05-07,21:00:00,831,7.10,28.04,11.1,888
2017-05-07,22:00:00,831,7.10,28.06,11.1,888
2017-05-07,23:00:00,831,7.10,28.06,11.1,888
2017-05-08,00:00:00,831,7.10,28.05,11.1,888
2017-05-08,01:00:00,831,7.10,28.05,11.1,888
2017-05-08,02:00:00,831,7.10,28.05,11.1,888
2017-05-08,03:00:00,831,7.10,28.06,11.1,888
2017-05-08,04:00:00,832,7.11,28.07,11.1,888
2017-05-08,05:00:00,831,7.11,28.06,11.1,888
2017-05-08,06:00:00,832,7.11,28.06,11.1,888
2017-05-08,07:00:00,832,7.11,28.07,11.1,888
2017-05-08,08:00:00,832,7.11,28.08,11.1,888
2017-05-08,09:00:00,832,7.11,28.08,11.1,888
2017-05-08,10:00:00,831,7.11,28.08,11.1,888
2017-05-08,11:00:00,832,7.11,28.07,11.1,888
2017-05-08,12:00:00,832,7.11,28.07,11.1,888
2017-05-08,13:00:00,832,7.11,28.08,11.1,888
2017-05-08,14:00:00,0,8.15,8.80,18.2,883
2017-05-08,15:00:00,0,0.00,0.00,18.3,0
2017-05-08,16:00:00,0,0.00,0.00,19.7,0
2017-05-08,17:00:00,853,7.38,28.11,11.2,820
2017-05-08,18:00:00,853,7.45,28.11,11.1,824
2017-05-08,19:00:00,853,7.46,28.10,11.1,828
2017-05-08,20:00:00,852,7.47,28.11,11.1,834
2017-05-08,21:00:00,852,7.43,28.12,11.1,841
2017-05-08,22:00:00,851,7.42,28.11,11.1,846
2017-05-08,23:00:00,851,7.42,28.11,11.1,850
2017-05-09,00:00:00,850,7.41,28.11,11.1,854
2017-05-09,01:00:00,850,7.40,28.11,11.1,857
2017-05-09,02:00:00,850,7.39,28.11,11.1,860
2017-05-09,03:00:00,850,7.39,28.10,11.1,862
2017-05-09,04:00:00,849,7.39,28.10,11.1,865
2017-05-09,05:00:00,849,7.38,28.10,11.1,867
2017-05-09,06:00:00,849,7.39,28.10,11.1,869
2017-05-09,07:00:00,849,7.38,28.09,11.1,871
2017-05-09,08:00:00,849,7.36,28.09,11.1,872
2017-05-09,09:00:00,852,7.36,28.09,11.1,873
2017-05-09,10:00:00,850,7.35,28.08,11.1,874
2017-05-09,11:00:00,849,7.35,28.08,11.1,875
2017-05-09,12:00:00,848,7.35,28.07,11.1,876
2017-05-09,13:00:00,849,7.35,28.07,11.1,877
2017-05-09,14:00:00,849,7.35,28.05,11.1,877
2017-05-09,15:00:00,849,7.34,28.05,11.1,878
2017-05-09,16:00:00,849,7.34,28.05,11.1,878
2017-05-09,17:00:00,849,7.34,28.04,11.1,879
2017-05-09,18:00:00,849,7.34,28.04,11.1,879
2017-05-09,19:00:00,849,7.35,28.03,11.1,879
2017-05-09,20:00:00,848,7.35,28.02,11.1,880
2017-05-09,21:00:00,848,7.34,28.02,11.1,880
2017-05-09,22:00:00,848,7.33,28.02,11.1,880
2017-05-09,23:00:00,848,7.34,28.01,11.1,881
2017-05-10,00:00:00,847,7.33,28.01,11.1,881
2017-05-10,01:00:00,848,7.33,27.99,11.1,881
2017-05-10,02:00:00,847,7.33,27.99,11.1,881
2017-05-10,03:00:00,848,7.33,27.99,11.1,882
2017-05-10,04:00:00,848,7.34,27.98,11.1,882
2017-05-10,05:00:00,847,7.33,27.98,11.1,882
2017-05-10,06:00:00,847,7.34,27.98,11.1,883
2017-05-10,07:00:00,847,7.33,27.97,11.1,883
2017-05-10,08:00:00,847,7.32,27.95,11.1,883
2017-05-10,09:00:00,847,7.32,27.95,11.1,883
2017-05-10,10:00:00,846,7.32,27.94,11.1,884
2017-05-10,11:00:00,846,7.32,27.94,11.1,884
2017-05-10,12:00:00,846,7.32,27.95,11.1,884
2017-05-10,13:00:00,846,7.32,27.93,11.1,885
2017-05-10,14:00:00,846,7.32,27.92,11.1,885
2017-05-10,15:00:00,846,7.32,27.92,11.1,885
2017-05-10,16:00:00,850,7.32,27.91,11.1,885
2017-05-10,17:00:00,848,7.32,27.91,11.1,886
2017-05-10,18:00:00,848,7.33,27.90,11.1,886
2017-05-10,19:00:00,847,7.33,27.89,11.1,886
2017-05-10,20:00:00,846,7.34,27.91,11.1,886
2017-05-10,21:00:00,846,7.33,27.89,11.1,887
2017-05-10,22:00:00,846,7.33,27.89,11.1,887
2017-05-10,23:00:00,845,7.33,27.88,11.1,887
2017-05-11,00:00:00,845,7.33,27.87,11.1,887
2017-05-11,01:00:00,845,7.33,27.88,11.1,887
2017-05-11,02:00:00,845,7.33,27.87,11.1,887
2017-05-11,03:00:00,845,7.32,27.87,11.1,887
2017-05-11,04:00:00,846,7.34,27.87,11.1,888
2017-05-11,05:00:00,845,7.34,27.85,11.1,888
2017-05-11,06:00:00,845,7.34,27.86,11.1,888
2017-05-11,07:00:00,845,7.33,27.85,11.1,888
2017-05-11,08:00:00,846,7.32,27.85,11.1,888
2017-05-11,09:00:00,845,7.33,27.84,11.1,889
2017-05-11,10:00:00,845,7.32,27.84,11.1,889
2017-05-11,11:00:00,845,7.32,27.83,11.1,889
2017-05-11,12:00:00,845,7.32,27.83,11.1,889
2017-05-11,13:00:00,845,7.32,27.82,11.1,889
2017-05-11,14:00:00,845,7.32,27.82,11.1,890
2017-05-11,15:00:00,845,7.32,27.83,11.1,890
2017-05-11,16:00:00,845,7.32,27.82,11.1,890
2017-05-11,17:00:00,845,7.32,27.82,11.1,890
2017-05-11,18:00:00,845,7.32,27.81,11.1,890
2017-05-11,19:00:00,845,7.32,27.81,11.1,890
2017-05-11,20:00:00,845,7.32,27.81,11.1,890
2017-05-11,21:00:00,845,7.32,27.80,11.1,890
2017-05-11,22:00:00,845,7.32,27.81,11.1,890
2017-05-11,23:00:00,845,7.32,27.81,11.1,890
2017-05-12,00:00:00,845,7.32,27.81,11.1,890
2017-05-12,01:00:00,846,7.32,27.82,11.1,890
2017-05-12,02:00:00,845,7.32,27.81,11.1,890
2017-05-12,03:00:00,845,7.32,27.80,11.1,890
2017-05-12,04:00:00,845,7.33,27.80,11.1,890
2017-05-12,05:00:00,845,7.33,27.81,11.1,890
2017-05-12,06:00:00,846,7.33,27.79,11.1,890
2017-05-12,07:00:00,846,7.33,27.80,11.1,890
2017-05-12,08:00:00,846,7.32,27.80,11.1,890
2017-05-12,09:00:00,846,7.32,27.80,11.1,890
2017-05-12,10:00:00,846,7.34,27.79,11.1,891
2017-05-12,11:00:00,846,7.34,27.80,11.1,891
2017-05-12,12:00:00,846,7.34,27.80,11.1,891
2017-05-12,13:00:00,846,7.34,27.79,11.1,891
2017-05-12,14:00:00,846,7.34,27.80,11.1,891
2017-05-12,15:00:00,849,7.34,27.79,11.1,891
2017-05-12,16:00:00,849,7.34,27.79,11.1,891
2017-05-12,17:00:00,850,7.33,27.80,11.1,891
2017-05-12,18:00:00,850,7.33,27.79,11.1,891
2017-05-12,19:00:00,850,7.34,27.79,11.1,891
2017-05-12,20:00:00,850,7.33,27.79,11.1,891
2017-05-12,21:00:00,850,7.32,27.81,11.1,891
2017-05-12,22:00:00,850,7.32,27.82,11.1,891
2017-05-12,23:00:00,849,7.32,27.80,11.1,891
2017-05-13,00:00:00,849,7.32,27.79,11.1,891
2017-05-13,01:00:00,849,7.32,27.80,11.1,891
2017-05-13,02:00:00,849,7.32,27.80,11.1,891
2017-05-13,03:00:00,848,7.32,27.80,11.1,891
2017-05-13,04:00:00,848,7.34,27.80,11.1,891
2017-05-13,05:00:00,848,7.34,27.80,11.1,891
2017-05-13,06:00:00,848,7.34,27.81,11.1,891
2017-05-13,07:00:00,848,7.34,27.83,11.1,891
2017-05-13,08:00:00,848,7.34,27.83,11.1,891
2017-05-13,09:00:00,848,7.33,27.83,11.1,891
2017-05-13,10:00:00,848,7.34,27.84,11.1,891
2017-05-13,11:00:00,848,7.34,27.84,11.1,891
2017-05-13,12:00:00,848,7.33,27.84,11.1,891
2017-05-13,13:00:00,848,7.33,27.85,11.1,891
2017-05-13,14:00:00,848,7.33,27.84,11.1,891
2017-05-13,15:00:00,848,7.32,27.85,11.1,891
2017-05-13,16:00:00,848,7.32,27.84,11.1,891
2017-05-13,17:00:00,848,7.33,27.85,11.1,891
2017-05-13,18:00:00,848,7.33,27.84,11.1,891
2017-05-13,19:00:00,847,7.33,27.85,11.1,891
2017-05-13,20:00:00,849,7.33,27.85,11.1,891
2017-05-13,21:00:00,849,7.32,27.85,11.1,891
2017-05-13,22:00:00,849,7.32,27.85,11.1,892
2017-05-13,23:00:00,849,7.32,27.86,11.1,892
2017-05-14,00:00:00,848,7.32,27.85,11.1,892
2017-05-14,01:00:00,849,7.33,27.86,11.1,892
2017-05-14,02:00:00,848,7.32,27.87,11.1,892
2017-05-14,03:00:00,848,7.32,27.87,11.1,892
2017-05-14,04:00:00,848,7.34,27.88,11.1,892
2017-05-14,05:00:00,848,7.34,27.87,11.1,892
2017-05-14,06:00:00,848,7.34,27.89,11.1,893
2017-05-14,07:00:00,848,7.35,27.90,11.1,893
2017-05-14,08:00:00,848,7.35,27.90,11.1,893
2017-05-14,09:00:00,848,7.34,27.91,11.1,893
2017-05-14,10:00:00,848,7.34,27.92,11.1,893
2017-05-14,11:00:00,848,7.33,27.91,11.1,893
2017-05-14,12:00:00,848,7.33,27.93,11.1,893
2017-05-14,13:00:00,848,7.33,27.94,11.1,894
2017-05-14,14:00:00,848,7.33,27.94,11.1,894
2017-05-14,15:00:00,848,7.33,27.95,11.1,894
2017-05-14,16:00:00,848,7.33,27.94,11.1,894
2017-05-14,17:00:00,848,7.33,27.94,11.1,894
2017-05-14,18:00:00,848,7.33,27.95,11.1,894
2017-05-14,19:00:00,848,7.33,27.95,11.1,894
2017-05-14,20:00:00,848,7.34,27.95,11.1,894
2017-05-14,21:00:00,848,7.33,27.96,11.1,894
2017-05-14,22:00:00,848,7.33,27.96,11.1,894
2017-05-14,23:00:00,848,7.33,27.97,11.1,894
2017-05-15,00:00:00,848,7.33,27.96,11.1,894
2017-05-15,01:00:00,848,7.33,27.96,11.1,894
2017-05-15,02:00:00,848,7.33,27.98,11.1,894
2017-05-15,03:00:00,848,7.33,27.96,11.1,895
2017-05-15,04:00:00,847,7.35,27.96,11.1,895
2017-05-15,05:00:00,848,7.34,27.96,11.1,895
2017-05-15,06:00:00,848,7.34,27.94,11.1,895
2017-05-15,07:00:00,849,7.34,27.95,11.1,895
2017-05-15,08:00:00,852,7.34,27.96,11.1,895
2017-05-15,09:00:00,855,7.34,27.96,11.1,895
2017-05-15,10:00:00,854,7.35,27.95,11.1,895
2017-05-15,11:00:00,852,7.35,27.95,11.1,896
2017-05-15,12:00:00,852,7.35,27.95,11.1,896
2017-05-15,13:00:00,852,7.35,27.94,11.1,896
2017-05-15,14:00:00,852,7.35,27.94,11.1,896
2017-05-15,15:00:00,852,7.35,27.95,11.1,896
2017-05-15,16:00:00,852,7.35,27.95,11.1,896
2017-05-15,17:00:00,852,7.35,27.96,11.1,896
2017-05-15,18:00:00,852,7.35,27.96,11.0,896
2017-05-15,19:00:00,853,7.35,27.96,11.1,896
2017-05-15,20:00:00,853,7.34,27.96,11.1,896
2017-05-15,21:00:00,852,7.33,27.95,11.1,896
2017-05-15,22:00:00,852,7.33,27.95,11.1,896
2017-05-15,23:00:00,852,7.33,27.95,11.1,897
2017-05-16,00:00:00,852,7.33,27.95,11.1,897
2017-05-16,01:00:00,852,7.33,27.95,11.1,897
2017-05-16,02:00:00,852,7.33,27.95,11.1,897
2017-05-16,03:00:00,852,7.33,27.95,11.1,897
2017-05-16,04:00:00,851,7.35,27.95,11.1,897
2017-05-16,05:00:00,851,7.35,27.95,11.1,897
2017-05-16,06:00:00,851,7.35,27.95,11.1,897
